OrphaCode,curie,label,descendent_OrphaCode,descendent_Name,genes_curie,genes_gene_symbol,genes_association_type,DisorderGeneAssociationStatus
261,GARD:0006329,Emery-Dreifuss muscular dystrophy,98863,X-linked Emery-Dreifuss muscular dystrophy,HGNC:3331,EMD,Disease-causing germline mutation(s) in,Assessed
308166,GARD:0010923,Erythrokeratodermia variabilis et progressiva,317,Erythrokeratodermia variabilis,HGNC:4274,GJA1,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,69084,Pure hair and nail ectodermal dysplasia,HGNC:6462,KRT85,Disease-causing germline mutation(s) in,Assessed
93969,GARD:0003475,Myelomeningocele,268752,Thoracolumbosacral spina bifida cystica,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:18233,BANK1,Major susceptibility factor in,Assessed
363579,GARD:0009325,Extragonadal germ cell tumor,91352,Germinoma of the central nervous system,HGNC:12313,JMJD1C,Major susceptibility factor in,Assessed
828,GARD:0010782,Stickler syndrome,250984,Autosomal recessive Stickler syndrome,HGNC:13869,LOXL3,Disease-causing germline mutation(s) in,Assessed
828,GARD:0010782,Stickler syndrome,250984,Autosomal recessive Stickler syndrome,HGNC:2219,COL9A3,Disease-causing germline mutation(s) (loss of function) in,Assessed
68356,GARD:0006895,Leukodystrophy,99853,Ovarioleukodystrophy,HGNC:3259,EIF2B3,Disease-causing germline mutation(s) in,Assessed
182067,GARD:0006513,Glioma,530792,RELA fusion-positive ependymoma,HGNC:28449,ZFTA,Part of a fusion gene in,Assessed
2909,GARD:0004392,Rothmund-Thomson syndrome,221008,Rothmund-Thomson syndrome type 1,HGNC:19988,ANAPC1,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,370959,Congenital muscular dystrophy with cerebellar involvement,HGNC:19743,POMT2,Disease-causing germline mutation(s) in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,2828,Young-onset Parkinson disease,HGNC:11138,SNCA,Candidate gene tested in,Not yet assessed
64746,GARD:0012431,Charcot-Marie-Tooth disease type 2,435819,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to TFG mutation,HGNC:11758,TFG,Disease-causing germline mutation(s) (gain of function) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,140481,Autosomal dominant slowed nerve conduction velocity,HGNC:14103,ARHGEF10,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,466801,LIMS2-related limb-girdle muscular dystrophy,HGNC:16084,LIMS2,Disease-causing germline mutation(s) in,Assessed
263,GARD:0006907,Limb-girdle muscular dystrophy,466801,LIMS2-related limb-girdle muscular dystrophy,HGNC:16084,LIMS2,Disease-causing germline mutation(s) in,Assessed
511,GARD:0003228,Maple syrup urine disease,268184,Thiamine-responsive maple syrup urine disease,HGNC:2698,DBT,Disease-causing germline mutation(s) (loss of function) in,Assessed
98473,GARD:0007922,Muscular dystrophy,178461,X-linked myopathy with postural muscle atrophy,HGNC:3702,FHL1,Disease-causing germline mutation(s) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,33364,Trichothiodystrophy,HGNC:11572,TARS1,Disease-causing germline mutation(s) in,Assessed
593,GARD:0010529,Myofibrillar myopathy,476406,Congenital generalized hypercontractile muscle stiffness syndrome,HGNC:12012,TPM3,Disease-causing germline mutation(s) (gain of function) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,228374,Charcot-Marie-Tooth disease type 2B5,HGNC:7739,NEFL,Disease-causing germline mutation(s) in,Assessed
2781,GARD:0004155,Osteopetrosis,69088,Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,HGNC:5961,IKBKG,Disease-causing germline mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:8803,PDGFRA,Part of a fusion gene in,Assessed
401854,GARD:0012679,Lipoic acid biosynthesis defects,401862,Lipoyl transferase 1 deficiency,HGNC:29569,LIPT1,Disease-causing germline mutation(s) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,435387,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,HGNC:12666,VCP,Disease-causing germline mutation(s) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,99854,Cree leukoencephalopathy,HGNC:3258,EIF2B2,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,157716,Late infantile CACH syndrome,HGNC:3261,EIF2B5,Disease-causing germline mutation(s) in,Assessed
765,GARD:0007513,Pyruvate dehydrogenase complex deficiency,255138,Pyruvate dehydrogenase E1-beta deficiency,HGNC:8808,PDHB,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,99852,Ravine syndrome,HGNC:54925,SLC7A2-IT1,Disease-causing germline mutation(s) in,Assessed
289899,GARD:0009433,Organic acidemias,391457,"HSD10 disease, neonatal type",HGNC:4800,HSD17B10,Disease-causing germline mutation(s) in,Assessed
1048,GARD:0005808,Anencephaly,563609,Isolated anencephaly,HGNC:15511,VANGL2,Major susceptibility factor in,Assessed
408,GARD:0002807,Hyperglycerolemia,284414,"Glycerol kinase deficiency, adult form",HGNC:4289,GK,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268388,Lumbosacral spina bifida aperta,HGNC:7432,MTHFD1,Major susceptibility factor in,Assessed
823,GARD:0007673,Spina bifida,268392,Cervical spina bifida aperta,HGNC:7432,MTHFD1,Major susceptibility factor in,Assessed
442,GARD:0001487,Congenital hypothyroidism,95716,Familial thyroid dyshormonogenesis,HGNC:21071,IYD,Disease-causing germline mutation(s) in,Assessed
370953,GARD:0012584,Congenital muscular dystrophy due to dystroglycanopathy ,370959,Congenital muscular dystrophy with cerebellar involvement,HGNC:26267,POMK,Disease-causing germline mutation(s) (loss of function) in,Assessed
2781,GARD:0004155,Osteopetrosis,94063,12q14 microdeletion syndrome,HGNC:28887,LEMD3,Role in the phenotype of,Assessed
2781,GARD:0004155,Osteopetrosis,166119,Isolated osteopoikilosis,HGNC:28887,LEMD3,Disease-causing germline mutation(s) (loss of function) in,Assessed
511,GARD:0003228,Maple syrup urine disease,268173,Intermittent maple syrup urine disease,HGNC:987,BCKDHB,Disease-causing germline mutation(s) (loss of function) in,Assessed
93548,GARD:0012736,Glomerular disease,329903,Immunoglobulin-mediated membranoproliferative glomerulonephritis,HGNC:4883,CFH,Disease-causing germline mutation(s) in,Assessed
309279,GARD:0010670,Glycoproteinosis,423461,Mucolipidosis type III alpha/beta,HGNC:29670,GNPTAB,Disease-causing germline mutation(s) (loss of function) in,Assessed
93969,GARD:0003475,Myelomeningocele,268762,Cervical spina bifida cystica,HGNC:7436,MTHFR,Major susceptibility factor in,Assessed
252057,GARD:0012697,Tumor of cranial and spinal nerves,252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,HGNC:9476,HTRA1,Part of a fusion gene in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:9652,PTPN22,Major susceptibility factor in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:11474,SURF1,Disease-causing germline mutation(s) (loss of function) in,Assessed
1531,GARD:0006209,Craniosynostosis,35099,Isolated brachycephaly,HGNC:12872,ZIC1,Disease-causing germline mutation(s) (gain of function) in,Assessed
823,GARD:0007673,Spina bifida,268770,Upper thoracic spina bifida cystica,HGNC:7436,MTHFR,Major susceptibility factor in,Assessed
98757,GARD:0006801,Spinocerebellar ataxia 3,276244,Machado-Joseph disease type 3,HGNC:7106,ATXN3,Disease-causing germline mutation(s) in,Assessed
178029,GARD:0006015,Central diabetes insipidus,30925,Hereditary central diabetes insipidus,HGNC:894,AVP,Disease-causing germline mutation(s) (loss of function) in,Assessed
352,GARD:0002424,Galactosemia,79239,Classic galactosemia,HGNC:4135,GALT,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268758,Lumbosacral spina bifida cystica,HGNC:7436,MTHFR,Major susceptibility factor in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,309155,"Sandhoff disease, infantile form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,324611,Autosomal dominant Charcot-Marie-Tooth disease type 2 due to KIF5A mutation,HGNC:6323,KIF5A,Disease-causing germline mutation(s) in,Assessed
253,GARD:0007687,Spondyloepiphyseal dysplasia,228387,Spondylo-megaepiphyseal-metaphyseal dysplasia,HGNC:951,NKX3-2,Disease-causing germline mutation(s) in,Assessed
98878,GARD:0006591,Hemophilia A,169805,Moderate hemophilia A,HGNC:3546,F8,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,280195,Septopreoptic holoprosencephaly,HGNC:10879,STIL,Disease-causing germline mutation(s) in,Assessed
308166,GARD:0010923,Erythrokeratodermia variabilis et progressiva,317,Erythrokeratodermia variabilis,HGNC:4285,GJB3,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,309178,"Tay-Sachs disease, B variant, infantile form",HGNC:4878,HEXA,Disease-causing germline mutation(s) in,Assessed
357058,GARD:0001638,"Cutis laxa, autosomal recessive type 2A",357074,"Autosomal recessive cutis laxa type 2, classic type",HGNC:18481,ATP6V0A2,Disease-causing germline mutation(s) (loss of function) in,Assessed
93548,GARD:0012736,Glomerular disease,536,Systemic lupus erythematosus,HGNC:3618,FCGR2B,Major susceptibility factor in,Assessed
226298,GARD:0012280,Central congenital hypothyroidism,226307,Hypothyroidism due to deficient transcription factors involved in pituitary development or function,HGNC:9455,PROP1,Disease-causing germline mutation(s) in,Assessed
407,GARD:0007219,Glycine encephalopathy,289857,Neonatal glycine encephalopathy,HGNC:4208,GCSH,Disease-causing germline mutation(s) in,Assessed
263,GARD:0006907,Limb-girdle muscular dystrophy,352479,ISPD-related  limb-girdle muscular dystrophy R20,HGNC:37276,CRPPA,Disease-causing germline mutation(s) (loss of function) in,Assessed
98277,GARD:0012758,Acute myeloid leukemia with recurrent genetic anomaly,402026,Acute myeloid leukemia with NPM1 somatic mutations,HGNC:7910,NPM1,Disease-causing somatic mutation(s) in,Assessed
319276,GARD:0009574,Clear cell renal cell carcinoma,404511,Clear cell papillary renal cell carcinoma,HGNC:7105,MITF,Major susceptibility factor in,Assessed
101330,GARD:0007433,Porphyria cutanea tarda,443062,Familial porphyria cutanea tarda,HGNC:4886,HFE,Modifying germline mutation in,Assessed
1048,GARD:0005808,Anencephaly,563612,Isolated exencephaly,HGNC:7436,MTHFR,Major susceptibility factor in,Assessed
28,GARD:0012623,Adenosylcobalamin deficiency,308442,"Vitamin B12-responsive methylmalonic acidemia, type cblDv2",HGNC:25221,MMADHC,Disease-causing germline mutation(s) in,Assessed
183660,GARD:0007628,Severe combined immunodeficiency,228003,Severe combined immunodeficiency due to CORO1A deficiency,HGNC:2252,CORO1A,Disease-causing germline mutation(s) in,Assessed
64749,GARD:0012440,Charcot-Marie-Tooth disease type 4,391351,SURF1-related Charcot-Marie-Tooth disease type 4,HGNC:11474,SURF1,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,309169,"Sandhoff disease, adult form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
61,GARD:0006968,Alpha-mannosidosis,309288,"Alpha-mannosidosis, adult form",HGNC:6826,MAN2B1,Disease-causing germline mutation(s) in,Assessed
646,GARD:0007207,Niemann-Pick disease type C1,216975,"Niemann-Pick disease type C, severe early infantile neurologic onset",HGNC:7897,NPC1,Disease-causing germline mutation(s) in,Assessed
817,GARD:0007347,Peeling skin syndrome,263548,Peeling skin syndrome type A,HGNC:15993,CHST8,Disease-causing germline mutation(s) (loss of function) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:7684,NDUFA10,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93926,Midline interhemispheric variant of holoprosencephaly,HGNC:3814,FOXH1,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99860,Precursor B-cell acute lymphoblastic leukemia,HGNC:23063,NUDT15,Candidate gene tested in,Not yet assessed
590,GARD:0011902,Congenital myasthenic syndromes,98915,Synaptic congenital myasthenic syndromes,HGNC:2226,COLQ,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,488594,Autosomal recessive spastic paraplegia type 76,HGNC:1476,CAPN1,Disease-causing germline mutation(s) (loss of function) in,Assessed
182067,GARD:0006513,Glioma,251579,Giant cell glioblastoma,HGNC:33280,SEPTIN14,Part of a fusion gene in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,589608,"Linear hypopigmentation and craniofacial asymmetry with acral, ocular and brain anomalies",HGNC:667,RHOA,Disease-causing germline mutation(s) in,Assessed
282,GARD:0008436,Frontotemporal dementia,275864,Behavioral variant of frontotemporal dementia,HGNC:4601,GRN,Major susceptibility factor in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:10879,STIL,Part of a fusion gene in,Assessed
247,GARD:0005847,Arrhythmogenic right ventricular cardiomyopathy,293888,"Familial isolated arrhythmogenic ventricular dysplasia, left dominant form",HGNC:28472,TMEM43,Disease-causing germline mutation(s) (loss of function) in,Assessed
85,GARD:0001999,Congenital dyserythropoietic anemia,293825,Congenital dyserythropoietic anemia type IV,HGNC:6345,KLF1,Disease-causing germline mutation(s) in,Assessed
268994,GARD:0010190,Focal cortical dysplasia of Taylor,269001,Isolated focal cortical dysplasia type IIa,HGNC:3942,MTOR,Disease-causing somatic mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268766,Cervicothoracic spina bifida cystica,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
289899,GARD:0009433,Organic acidemias,308425,Methylmalonic acidemia due to methylmalonyl-CoA epimerase deficiency,HGNC:16732,MCEE,Disease-causing germline mutation(s) in,Assessed
85458,GARD:0010266,Hereditary cerebral hemorrhage with amyloidosis,100008,ACys amyloidosis,HGNC:2475,CST3,Disease-causing germline mutation(s) in,Assessed
98473,GARD:0007922,Muscular dystrophy,370968,Congenital muscular dystrophy with intellectual disability,HGNC:22932,GMPPB,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:8619,PAX5,Major susceptibility factor in,Assessed
206428,GARD:0002943,Hypoxanthine guanine phosphoribosyltransferase deficiency,79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency,HGNC:5157,HPRT1,Disease-causing germline mutation(s) (loss of function) in,Assessed
98473,GARD:0007922,Muscular dystrophy,98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,HGNC:28472,TMEM43,Disease-causing germline mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:2621,CYP2C19,Candidate gene tested in,Not yet assessed
166,GARD:0006034,Charcot-Marie-Tooth disease,521414,Autosomal dominant Charcot-Marie-Tooth disease type 2DD,HGNC:799,ATP1A1,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,401820,Autosomal recessive spastic paraplegia type 67,HGNC:25712,PGAP1,Disease-causing germline mutation(s) in,Assessed
91378,GARD:0005979,Hereditary angioedema,599418,Hereditary angioedema with normal C1Inh not related to F12 or PLG variant,HGNC:3656,MYOF,Disease-causing germline mutation(s) in,Assessed
182067,GARD:0006513,Glioma,251604,Gemistocytic astrocytoma,HGNC:5383,IDH2,Biomarker tested in,Assessed
2134,GARD:0008702,Atypical hemolytic uremic syndrome,93581,Atypical hemolytic uremic syndrome with anti-factor H antibodies,HGNC:16980,CFHR3,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,171612,Autosomal dominant spastic paraplegia type 37,HGNC:33472,SPG37,Disease-causing germline mutation(s) in,Assessed
98634,GARD:0002978,Iridogoniodysgenesis type 1,519388,Autosomal recessive anterior segment dysgenesis,HGNC:23228,CPAMD8,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality,HGNC:76,ABL1,Part of a fusion gene in,Assessed
97242,GARD:0009138,Congenital muscular dystrophy,370959,Congenital muscular dystrophy with cerebellar involvement,HGNC:17997,FKRP,Disease-causing germline mutation(s) in,Assessed
167714,GARD:0012760,Unclassified acute myeloid leukemia ,99887,Acute megakaryoblastic leukemia in Down syndrome,HGNC:4170,GATA1,Disease-causing somatic mutation(s) in,Assessed
79456,GARD:0012686,Diffuse cutaneous mastocytosis,280794,Pseudoxanthomatous diffuse cutaneous mastocytosis,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268740,Upper thoracic spina bifida aperta,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
2162,GARD:0006665,Holoprosencephaly,93925,Alobar holoprosencephaly,HGNC:19711,DISP1,Disease-causing germline mutation(s) in,Assessed
2542,GARD:0012085,Microphthalmia,35612,Nanophthalmos,HGNC:18662,RAX,Disease-causing germline mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,171607,X-linked spastic paraplegia type 34,HGNC:32944,SPG34,Disease-causing germline mutation(s) in,Assessed
137,GARD:0010307,Congenital disorders of glycosylation,370968,Congenital muscular dystrophy with intellectual disability,HGNC:17997,FKRP,Disease-causing germline mutation(s) in,Assessed
79430,GARD:0006643,Hermansky-Pudlak syndrome,231512,Hermansky-Pudlak syndrome due to BLOC-2 deficiency,HGNC:18817,HPS6,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268392,Cervical spina bifida aperta,HGNC:15512,VANGL1,Major susceptibility factor in,Assessed
79225,GARD:0007672,Sphingolipidosis,309155,"Sandhoff disease, infantile form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
710,GARD:0007380,Pfeiffer syndrome,93258,Pfeiffer syndrome type 1,HGNC:3689,FGFR2,Disease-causing germline mutation(s) (gain of function) in,Assessed
360,GARD:0002491,Glioblastoma,251579,Giant cell glioblastoma,HGNC:6742,LZTR1,Disease-causing somatic mutation(s) in,Assessed
685,GARD:0006637,Hereditary spastic paraplegia,447757,Autosomal dominant spastic paraplegia type 9B,HGNC:9722,ALDH18A1,Disease-causing germline mutation(s) (loss of function) in,Assessed
135,GARD:0000231,Leukoencephalopathy with vanishing white matter,157719,Juvenile or adult CACH syndrome,HGNC:3260,EIF2B4,Disease-causing germline mutation(s) in,Assessed
66646,GARD:0007842,Cutaneous mastocytosis,158766,Typical urticaria pigmentosa,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
251595,GARD:0005907,Diffuse astrocytoma,251601,Fibrillary astrocytoma,HGNC:5383,IDH2,Biomarker tested in,Assessed
370953,GARD:0012584,Congenital muscular dystrophy due to dystroglycanopathy ,370980,Congenital muscular dystrophy without intellectual disability,HGNC:37276,CRPPA,Disease-causing germline mutation(s) (loss of function) in,Assessed
182058,GARD:0012959,Primary orthostatic hypotension,2828,Young-onset Parkinson disease,HGNC:15469,DNAJC6,Disease-causing germline mutation(s) (loss of function) in,Assessed
98306,GARD:0011962,Familial partial lipodystrophy,435660,LIPE-related familial partial lipodystrophy,HGNC:6621,LIPE,Disease-causing germline mutation(s) in,Assessed
848,GARD:0000871,Beta-thalassemia,231226,Dominant beta-thalassemia,HGNC:4827,HBB,Disease-causing germline mutation(s) in,Assessed
646,GARD:0007207,Niemann-Pick disease type C1,216972,"Niemann-Pick disease type C, severe perinatal form",HGNC:7897,NPC1,Disease-causing germline mutation(s) in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:11648,TCL1A,Part of a fusion gene in,Assessed
98878,GARD:0006591,Hemophilia A,169802,Severe hemophilia A,HGNC:3546,F8,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93926,Midline interhemispheric variant of holoprosencephaly,HGNC:7865,NODAL,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,220386,Semilobar holoprosencephaly,HGNC:10889,SIX3,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268748,Total spina bifida cystica,HGNC:7436,MTHFR,Major susceptibility factor in,Assessed
96169,GARD:0010727,Koolen de Vries syndrome,363965,Koolen-De Vries syndrome due to a point mutation,HGNC:24565,KANSL1,Disease-causing germline mutation(s) (loss of function) in,Assessed
273,GARD:0008310,Myotonic dystrophy type 1,589821,Congenital-onset Steinert myotonic dystrophy,HGNC:2933,DMPK,Disease-causing germline mutation(s) in,Assessed
2162,GARD:0006665,Holoprosencephaly,93924,Lobar holoprosencephaly,HGNC:19711,DISP1,Disease-causing germline mutation(s) in,Assessed
436,GARD:0006734,Hypophosphatasia,247685,Odontohypophosphatasia,HGNC:438,ALPL,Disease-causing germline mutation(s) (loss of function) in,Assessed
2542,GARD:0012085,Microphthalmia,35612,Nanophthalmos,HGNC:11195,SOX2,Disease-causing germline mutation(s) in,Assessed
72,GARD:0005810,Angelman syndrome,411515,Angelman syndrome due to imprinting defect in 15q11-q13,HGNC:12496,UBE3A,Role in the phenotype of,Assessed
91378,GARD:0005979,Hereditary angioedema,100054,F12-related hereditary angioedema with normal C1Inh,HGNC:3530,F12,Disease-causing germline mutation(s) (gain of function) in,Assessed
3033,GARD:0000379,Renal tubular dysgenesis,97369,Renal tubular dysgenesis of genetic origin,HGNC:333,AGT,Disease-causing germline mutation(s) in,Assessed
823,GARD:0007673,Spina bifida,268740,Upper thoracic spina bifida aperta,HGNC:11515,TBXT,Major susceptibility factor in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177910,Prader-Willi syndrome due to imprinting mutation,HGNC:7675,NDN,Role in the phenotype of,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:7707,NDUFS1,Disease-causing germline mutation(s) in,Assessed
207015,GARD:0012733,Rare hereditary disease with peripheral neuropathy,255241,Leigh syndrome with leukodystrophy,HGNC:7708,NDUFS2,Disease-causing germline mutation(s) in,Assessed
739,GARD:0005575,Prader-Willi syndrome,177901,Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1,HGNC:11164,SNRPN,Role in the phenotype of,Assessed
411709,GARD:0009228,Renal agenesis,93100,"Renal agenesis, unilateral",HGNC:1071,BMP4,Disease-causing germline mutation(s) in,Assessed
1531,GARD:0006209,Craniosynostosis,35099,Isolated brachycephaly,HGNC:11623,TCF12,Disease-causing germline mutation(s) (loss of function) in,Assessed
68356,GARD:0006895,Leukodystrophy,51,Aicardi-Goutières syndrome,HGNC:18518,RNASEH2A,Disease-causing germline mutation(s) in,Assessed
309279,GARD:0010670,Glycoproteinosis,309288,"Alpha-mannosidosis, adult form",HGNC:6826,MAN2B1,Disease-causing germline mutation(s) in,Assessed
72,GARD:0005810,Angelman syndrome,98794,Angelman syndrome due to maternal 15q11q13 deletion,HGNC:12496,UBE3A,Role in the phenotype of,Assessed
823,GARD:0007673,Spina bifida,268740,Upper thoracic spina bifida aperta,HGNC:7436,MTHFR,Major susceptibility factor in,Assessed
519,GARD:0012757,Acute myeloid leukemia ,99887,Acute megakaryoblastic leukemia in Down syndrome,HGNC:4170,GATA1,Disease-causing somatic mutation(s) in,Assessed
513,GARD:0009240,Childhood acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:7553,MYC,Part of a fusion gene in,Assessed
93969,GARD:0003475,Myelomeningocele,268752,Thoracolumbosacral spina bifida cystica,HGNC:11515,TBXT,Major susceptibility factor in,Assessed
217071,GARD:0008417,Renal cell carcinoma 4,319298,Papillary renal cell carcinoma,HGNC:7029,MET,Disease-causing somatic mutation(s) in,Assessed
79225,GARD:0007672,Sphingolipidosis,216981,"Niemann-Pick disease type C, juvenile neurologic onset",HGNC:14537,NPC2,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,309256,"Metachromatic leukodystrophy, late infantile form",HGNC:9498,PSAP,Disease-causing germline mutation(s) in,Assessed
93402,GARD:0005081,Syndactyly type 1,295191,Zygodactyly type 3,HGNC:5136,HOXD13,Disease-causing germline mutation(s) in,Assessed
156005,GARD:0002490,Glaucoma 3 primary infantile B,98976,Congenital glaucoma,HGNC:6715,LTBP2,Disease-causing germline mutation(s) in,Assessed
370953,GARD:0012584,Congenital muscular dystrophy due to dystroglycanopathy ,370968,Congenital muscular dystrophy with intellectual disability,HGNC:22932,GMPPB,Disease-causing germline mutation(s) in,Assessed
181393,GARD:0003924,Growth hormone insensitivity with immunodeficiency,220465,Laron syndrome with immunodeficiency,HGNC:11367,STAT5B,Disease-causing germline mutation(s) in,Assessed
657,GARD:0003947,Congenital hyperinsulinism,79644,Autosomal recessive hyperinsulinism due to Kir6.2 deficiency,HGNC:6257,KCNJ11,Disease-causing germline mutation(s) in,Assessed
66646,GARD:0007842,Cutaneous mastocytosis,158769,Plaque-form urticaria pigmentosa,HGNC:6342,KIT,Disease-causing germline mutation(s) in,Assessed
683,GARD:0007471,Progressive supranuclear palsy,240071,Classic progressive supranuclear palsy syndrome,HGNC:6893,MAPT,Major susceptibility factor in,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:11556,TAL1,Part of a fusion gene in,Assessed
226298,GARD:0012280,Central congenital hypothyroidism,99832,Resistance to thyrotropin-releasing hormone syndrome,HGNC:12299,TRHR,Disease-causing germline mutation(s) (loss of function) in,Assessed
739,GARD:0005575,Prader-Willi syndrome,98754,Prader-Willi syndrome due to maternal uniparental disomy of chromosome 15,HGNC:7675,NDN,Role in the phenotype of,Assessed
513,GARD:0000522,Acute lymphoblastic leukemia,99861,Precursor T-cell acute lymphoblastic leukemia,HGNC:2745,DDX3X,Part of a fusion gene in,Assessed
98473,GARD:0007922,Muscular dystrophy,370959,Congenital muscular dystrophy with cerebellar involvement,HGNC:22932,GMPPB,Disease-causing germline mutation(s) in,Assessed
98261,GARD:0007140,Progressive myoclonic epilepsy,402082,Progressive myoclonic epilepsy type 5,HGNC:20340,PRICKLE2,Candidate gene tested in,Not yet assessed
98261,GARD:0007140,Progressive myoclonic epilepsy,457265,Progressive myoclonic epilepsy type 9,HGNC:6638,LMNB2,Disease-causing germline mutation(s) in,Assessed
68356,GARD:0006895,Leukodystrophy,85136,Cystic leukoencephalopathy without megalencephaly,HGNC:7685,NDUFA2,Disease-causing germline mutation(s) (loss of function) in,Assessed
2134,GARD:0008702,Atypical hemolytic uremic syndrome,544472,Atypical hemolytic uremic syndrome with complement gene abnormality,HGNC:11784,THBD,Disease-causing germline mutation(s) in,Assessed
309144,GARD:0012510,Gangliosidosis,309162,"Sandhoff disease, juvenile form",HGNC:4879,HEXB,Disease-causing germline mutation(s) (loss of function) in,Assessed
79373,GARD:0006317,Ectodermal dysplasia,69084,Pure hair and nail ectodermal dysplasia,HGNC:28929,KRT74,Disease-causing germline mutation(s) (loss of function) in,Assessed
