@id,OrphaCode,curie,label,genes_Id,genes_curie,genes_source_curie,genes_source_label,genes_gene_symbol,genes_association_type,genes_source_validation,genes_gene_sfdc_id
11747,86834,GARD:0009884,Juvenile myelomonocytic leukemia,a0ht000000AYfIIAA1,HGNC:10447,ORPHA:86834,,RRAS,Candidate gene tested in,Not yet assessed,
965,871,GARD:0010005,Familial progressive cardiac conduction defect,,HGNC:10586,ORPHA:871,,SCN1B,Disease-causing germline mutation(s) (loss of function) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0h3S0000008Ju5QAE,HGNC:14550,ORPHA:791,,CDHR1,Disease-causing germline mutation(s) in,Assessed,
17597,166002,GARD:0009791,Multiple epiphyseal dysplasia 2,,HGNC:2217,ORPHA:166002,,COL9A1,Disease-causing germline mutation(s) in,Assessed,
264,97,GARD:0009602,Episodic ataxia with nystagmus,a0ht000000AYfDZAA1,HGNC:1388,ORPHA:97,,CACNA1A,Disease-causing germline mutation(s) (loss of function) in,Assessed,
852,654,GARD:0007892,Wilms' tumor,a0ht000000AYewoAAD,HGNC:12307,ORPHA:654,,TRIP13,Disease-causing germline mutation(s) (loss of function) in,Assessed,
158,827,GARD:0000181,Stargardt disease,,HGNC:9942,ORPHA:827,,PRPH2,Candidate gene tested in,Not yet assessed,
18850,217377,GARD:0012766,Microduplication Xp11.22-p11.23 syndrome,a0ht000000AYffoAAD,HGNC:29059,ORPHA:217377,,IQSEC2,Role in the phenotype of,Assessed,
14031,99014,GARD:0000114,X-linked Charcot-Marie-Tooth disease type 5,a0ht000000AYdorAAD,HGNC:9462,ORPHA:99014,,PRPS1,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYedbAAD,HGNC:26498,ORPHA:791,,ZNF513,Disease-causing germline mutation(s) in,Assessed,
2257,296,GARD:0007251,Ollier disease,a0ht000000AYet4AAD,HGNC:9608,ORPHA:296,,PTH1R,Disease-causing germline mutation(s) (loss of function) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0h3S0000008Jv1QAE,HGNC:694,ORPHA:791,,ARL3,Disease-causing germline mutation(s) in,Assessed,
12308,93384,GARD:0000986,Brachydactyly type C,a0ht000000AYe05AAD,HGNC:1077,ORPHA:93384,,BMPR1B,Candidate gene tested in,Not yet assessed,
852,654,GARD:0007892,Wilms' tumor,a0ht000000AYewlAAD,HGNC:4451,ORPHA:654,,GPC3,Biomarker tested in,Assessed,
852,654,GARD:0007892,Wilms' tumor,a0ht000000AYewrAAD,HGNC:4713,ORPHA:654,,H19,Role in the phenotype of,Assessed,
8729,602,GARD:0009493,Inclusion body myopathy 2,a0ht000000AYfBxAAL,HGNC:23657,ORPHA:602,,GNE,Disease-causing germline mutation(s) in,Assessed,
1953,2021,GARD:0002321,Fibrochondrogenesis,a0ht000000AYe3LAAT,HGNC:2187,ORPHA:2021,,COL11A2,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYfVmAAL,HGNC:6685,ORPHA:791,,LRAT,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYed4AAD,HGNC:21699,ORPHA:791,,CERKL,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYfXJAA1,HGNC:9942,ORPHA:791,,PRPH2,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYfWzAAL,HGNC:2383,ORPHA:791,,CRX,Disease-causing germline mutation(s) in,Assessed,
11012,71290,GARD:0010352,Familial platelet disorder with associated myeloid malignancy,a0ht000000AYfPDAA1,HGNC:29186,ORPHA:71290,,ANKRD26,Disease-causing germline mutation(s) in,Assessed,
852,654,GARD:0007892,Wilms' tumor,a0ht000000AYewnAAD,HGNC:9966,ORPHA:654,,REST,Major susceptibility factor in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYfCpAAL,HGNC:9942,ORPHA:791,,PRPH2,Disease-causing germline mutation(s) in,Assessed,
820,3303,GARD:0002245,Tetralogy of Fallot,a0ht000000AYeBWAA1,HGNC:4279,ORPHA:3303,,GJA5,Major susceptibility factor in,Assessed,
905,146,GARD:0012027,Papillary thyroid carcinoma,,HGNC:17194,ORPHA:146,,NDUFA13,Disease-causing somatic mutation(s) in,Assessed,
11347,79321,GARD:0009827,ALG3-CDG (CDG-Id),a0ht000000AYf0cAAD,HGNC:23056,ORPHA:79321,,ALG3,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3275,1930,GARD:0006649,Herpes simplex encephalitis,a0ht000000AYeZqAAL,HGNC:12033,ORPHA:1930,,TRAF3,Major susceptibility factor in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYgexAAD,HGNC:34383,ORPHA:791,,PCARE,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYdqFAAT,HGNC:9454,ORPHA:791,,PROM1,Disease-causing germline mutation(s) in,Assessed,
11012,71290,GARD:0010352,Familial platelet disorder with associated myeloid malignancy,a0ht000000AYfPCAA1,HGNC:3495,ORPHA:71290,,ETV6,Disease-causing germline mutation(s) in,Assessed,
905,146,GARD:0012027,Papillary thyroid carcinoma,,HGNC:11825,ORPHA:146,,NKX2-1,Major susceptibility factor in,Assessed,
905,146,GARD:0012027,Papillary thyroid carcinoma,,HGNC:8727,ORPHA:146,,PCM1,Part of a fusion gene in,Assessed,
965,871,GARD:0002610,Progressive familial heart block type 1B,a0ht000000AYe1xAAD,HGNC:10586,ORPHA:871,,SCN1B,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3249,478,GARD:0010771,Kallmann syndrome,a0ht000000AYfVUAA1,HGNC:3686,ORPHA:478,,FGF8,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3249,478,GARD:0010771,Kallmann syndrome,,HGNC:18455,ORPHA:478,,PROK2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYeiHAAT,HGNC:2383,ORPHA:791,,CRX,Disease-causing germline mutation(s) in,Assessed,
64,551,GARD:0007144,Myoclonic epilepsy with ragged red fibers,a0ht000000AYggKAAT,HGNC:7497,ORPHA:551,,MT-TS1,Disease-causing germline mutation(s) in,Assessed,
905,146,GARD:0012027,Papillary thyroid carcinoma,,HGNC:17072,ORPHA:146,,ERC1,Part of a fusion gene in,Assessed,
3551,656,GARD:0003946,Genetic steroid-resistant nephrotic syndrome,,HGNC:18658,ORPHA:656,,NUP205,Disease-causing germline mutation(s) in,Assessed,
3249,478,GARD:0010771,Kallmann syndrome,,HGNC:3686,ORPHA:478,,FGF8,Disease-causing germline mutation(s) (loss of function) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYedXAAT,HGNC:34383,ORPHA:791,,PCARE,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYfAyAAL,HGNC:34,ORPHA:791,,ABCA4,Disease-causing germline mutation(s) in,Assessed,
965,871,GARD:0010005,Familial progressive cardiac conduction defect,,HGNC:2488,ORPHA:871,,NKX2-5,Modifying germline mutation in,Assessed,
10857,64753,GARD:0012860,Ataxia with Oculomotor Apraxia Type 2,a0ht000000AYfbOAAT,HGNC:30035,ORPHA:64753,,PIK3R5,Disease-causing germline mutation(s) in,Assessed,
3551,656,GARD:0003946,Genetic steroid-resistant nephrotic syndrome,,HGNC:2204,ORPHA:656,,COL4A3,Modifying germline mutation in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0h3S0000008JuTQAU,HGNC:30859,ORPHA:791,,SNRNP200,Disease-causing germline mutation(s) in,Assessed,
905,146,GARD:0012027,Papillary thyroid carcinoma,,HGNC:1197,ORPHA:146,,GAS8-AS1,Disease-causing somatic mutation(s) in,Assessed,
8656,841,GARD:0004780,Sebocystomatosis,,HGNC:6427,ORPHA:841,,KRT17,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYfVqAAL,HGNC:7974,ORPHA:791,,NR2E3,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYedhAAD,HGNC:27232,ORPHA:791,,CFAP418,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYeddAAD,HGNC:20603,ORPHA:791,,DHDDS,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYeNfAAL,HGNC:2567,ORPHA:791,,OFD1,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYecsAAD,HGNC:10012,ORPHA:791,,RHO,Disease-causing germline mutation(s) in,Assessed,
106,803,GARD:0005786,Amyotrophic lateral sclerosis,a0ht000000AYfkpAAD,HGNC:1260,ORPHA:803,,CFAP410,Disease-causing germline mutation(s) in,Assessed,
10966,70595,GARD:0009998,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis",a0ht000000AYghUAAT,HGNC:1160,ORPHA:70595,,TWNK,Candidate gene tested in,Not yet assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYedKAAT,HGNC:8785,ORPHA:791,,PDE6A,Disease-causing germline mutation(s) in,Assessed,
1061,133,GARD:0000867,Beryllium disease,a0ht000000AYdzkAAD,HGNC:4940,ORPHA:133,,HLA-DPB1,Major susceptibility factor in,Assessed,
19298,238722,GARD:0012551,Congenital mirror movement disorder,a0ht000000AYfeVAAT,HGNC:2701,ORPHA:238722,,DCC,Disease-causing germline mutation(s) in,Assessed,
106,803,GARD:0005786,Amyotrophic lateral sclerosis,a0ht000000AYefHAAT,HGNC:23150,ORPHA:803,,UNC13A,Major susceptibility factor in,Assessed,
923,215,GARD:0003995,X-linked congenital stationary night blindness,,HGNC:10521,ORPHA:215,,SAG,Candidate gene tested in,Not yet assessed,
3249,478,GARD:0010771,Kallmann syndrome,,HGNC:15533,ORPHA:478,,SPRY4,Disease-causing germline mutation(s) in,Assessed,
11178,79152,GARD:0009504,"Porokeratosis, disseminated superficial actinic 2",,HGNC:7529,ORPHA:79152,,MVD,Disease-causing germline mutation(s) in,Assessed,
22938,404553,GARD:0012383,Adenosine Deaminase 2 deficiency,a0ht000000AYgirAAD,HGNC:1839,ORPHA:404553,,ADA2,Disease-causing germline mutation(s) (loss of function) in,Assessed,
965,871,GARD:0002610,Progressive familial heart block type 1B,,HGNC:17993,ORPHA:871,,TRPM4,Disease-causing germline mutation(s) (gain of function) in,Assessed,
11012,71290,GARD:0010352,Familial platelet disorder with associated myeloid malignancy,a0ht000000AYfPEAA1,HGNC:10471,ORPHA:71290,,RUNX1,Disease-causing germline mutation(s) in,Assessed,
3249,478,GARD:0010771,Kallmann syndrome,a0ht000000AYgbOAAT,HGNC:6211,ORPHA:478,,ANOS1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
18376,189439,GARD:0010906,Primary pigmented nodular adrenocortical disease,a0ht000000AYfWZAA1,HGNC:8794,ORPHA:189439,,PDE8B,Disease-causing germline mutation(s) in,Assessed,
820,3303,GARD:0002245,Tetralogy of Fallot,a0ht000000AYeBaAAL,HGNC:4174,ORPHA:3303,,GATA6,Major susceptibility factor in,Not yet assessed,
11256,79230,GARD:0010092,Hemochromatosis type 2,a0ht000000AYgauAAD,HGNC:4887,ORPHA:79230,,HJV,Disease-causing germline mutation(s) (loss of function) in,Assessed,
17935,171723,GARD:0008501,White sponge nevus of cannon,a0ht000000AYf1PAAT,HGNC:6415,ORPHA:171723,,KRT13,Disease-causing germline mutation(s) in,Assessed,
905,146,GARD:0012027,Papillary thyroid carcinoma,,HGNC:1097,ORPHA:146,,BRAF,Disease-causing somatic mutation(s) in,Assessed,
2261,2440,GARD:0006319,Split hand foot malformation,a0ht000000AYegVAAT,HGNC:15979,ORPHA:2440,,TP63,Disease-causing germline mutation(s) in,Assessed,
106,803,GARD:0005786,Amyotrophic lateral sclerosis,a0ht000000AYfkLAAT,HGNC:1260,ORPHA:803,,CFAP410,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYezjAAD,HGNC:34,ORPHA:791,,ABCA4,Disease-causing germline mutation(s) in,Assessed,
12060,90652,GARD:0005802,Oto-palato-digital syndrome type 2,a0ht000000AYefMAAT,HGNC:3754,ORPHA:90652,,FLNA,Disease-causing germline mutation(s) (gain of function) in,Assessed,
18829,217266,GARD:0010595,Bifid nose with or without anorectal and renal anomalies,a0ht000000AYfT8AAL,HGNC:23399,ORPHA:217266,,FREM1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
3249,478,GARD:0003071,Kallmann syndrome 1,a0ht000000AYfldAAD,HGNC:6211,ORPHA:478,,ANOS1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1294,974,GARD:0005739,Adams-Oliver syndrome,a0ht000000AYeeJAAT,HGNC:28526,ORPHA:974,,EOGT,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYecoAAD,HGNC:17340,ORPHA:791,,PRPF8,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0h3S0000008JuMQAU,HGNC:17349,ORPHA:791,,PRPF4,Disease-causing germline mutation(s) (loss of function) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYgYIAA1,HGNC:34383,ORPHA:791,,PCARE,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYdxiAAD,HGNC:2383,ORPHA:791,,CRX,Disease-causing germline mutation(s) in,Assessed,
8656,841,GARD:0005003,Steatocystoma multiplex,a0ht000000AYeYAAA1,HGNC:6427,ORPHA:841,,KRT17,Disease-causing germline mutation(s) in,Assessed,
2548,2805,GARD:0004203,Agenesis of the dorsal pancreas,,HGNC:6107,ORPHA:2805,,PDX1,Disease-causing germline mutation(s) in,Assessed,
659,791,GARD:0005694,Retinitis pigmentosa,a0ht000000AYebpAAD,HGNC:9942,ORPHA:791,,PRPH2,Disease-causing germline mutation(s) in,Assessed,
905,146,GARD:0012027,Papillary thyroid carcinoma,,HGNC:4428,ORPHA:146,,GOLGA5,Part of a fusion gene in,Assessed,
965,871,GARD:0001093,Progressive familial heart block type 1A,,HGNC:17993,ORPHA:871,,TRPM4,Disease-causing germline mutation(s) (gain of function) in,Assessed,
965,871,GARD:0010005,Familial progressive cardiac conduction defect,a0ht000000AYe20AAD,HGNC:17993,ORPHA:871,,TRPM4,Disease-causing germline mutation(s) (gain of function) in,Assessed,
1842,1871,GARD:0003196,Retinal cone dystrophy 1,,HGNC:8787,ORPHA:1871,,PDE6C,Disease-causing germline mutation(s) in,Assessed,
11088,75564,GARD:0008249,Sideroblastic anemia pyridoxine-refractory autosomal recessive,,HGNC:10768,ORPHA:75564,,SF3B1,Disease-causing somatic mutation(s) in,Assessed,
280,564,GARD:0003436,Meckel syndrome,a0ht000000AYenxAAD,HGNC:7121,ORPHA:564,,MKS1,Disease-causing germline mutation(s) in,Assessed,
102,307,GARD:0006808,Juvenile myoclonic epilepsy,a0ht000000AYeoNAAT,HGNC:6199,ORPHA:307,,JRK,Candidate gene tested in,Not yet assessed,
280,564,GARD:0003436,Meckel syndrome,a0ht000000AYf6YAAT,HGNC:28396,ORPHA:564,,TMEM67,Disease-causing germline mutation(s) in,Assessed,
739,713,GARD:0007389,Phosphoglycerate kinase deficiency,a0ht000000AYetxAAD,HGNC:8896,ORPHA:713,,PGK1,Disease-causing germline mutation(s) in,Assessed,
20390,276621,GARD:0007385,Pheochromocytoma,,HGNC:2978,ORPHA:276621,,DNMT3A,Disease-causing germline mutation(s) (gain of function) in,Assessed,
13930,98913,GARD:0010108,Congenital myasthenic syndrome associated with acetylcholine receptor deficiency,,HGNC:9863,ORPHA:98913,,RAPSN,Disease-causing germline mutation(s) in,Assessed,
280,564,GARD:0003436,Meckel syndrome,a0ht000000AYeo0AAD,HGNC:26113,ORPHA:564,,TCTN1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
9801,31837,GARD:0010153,Pulmonary venoocclusive disease,a0ht000000AYfMdAAL,HGNC:1078,ORPHA:31837,,BMPR2,Candidate gene tested in,Not yet assessed,
14120,99103,GARD:0005865,Ostium secundum atrial septal defect,a0ht000000AYegBAAT,HGNC:4173,ORPHA:99103,,GATA4,Disease-causing germline mutation(s) in,Assessed,
13930,98913,GARD:0009895,Slow-channel congenital myasthenic syndrome,,HGNC:9863,ORPHA:98913,,RAPSN,Disease-causing germline mutation(s) in,Assessed,
1018,2268,GARD:0002945,ICF syndrome,a0ht000000AYeGlAAL,HGNC:21143,ORPHA:2268,,ZBTB24,Disease-causing germline mutation(s) in,Assessed,
4044,1899,GARD:0002084,Arthrochalasia Ehlers-Danlos syndrome,a0ht000000AYeALAA1,HGNC:2197,ORPHA:1899,,COL1A1,Disease-causing germline mutation(s) in,Assessed,
20741,289560,GARD:0012569,Mitochondrial Membrane Protein-Associated Neurodegeneration,a0ht000000AYgiwAAD,HGNC:25443,ORPHA:289560,,C19ORF12,Disease-causing germline mutation(s) in,Assessed,
11662,85212,GARD:0010675,Gaucher disease perinatal lethal,a0ht000000AYfJYAA1,HGNC:4177,ORPHA:85212,,GBA,Disease-causing germline mutation(s) in,Assessed,
20390,276621,GARD:0007385,Pheochromocytoma,,HGNC:3374,ORPHA:276621,,EPAS1,Disease-causing somatic mutation(s) in,Assessed,
1268,37,GARD:0005723,Acrodermatitis enteropathica,a0ht000000AYeQLAA1,HGNC:17129,ORPHA:37,,SLC39A4,Disease-causing germline mutation(s) (loss of function) in,Assessed,
13961,98944,GARD:0001434,Coloboma of iris,a0ht000000AYe5UAAT,HGNC:144,ORPHA:98944,,ACTG1,Disease-causing germline mutation(s) in,Assessed,
421,1146,GARD:0000787,Distal arthrogryposis type 1,a0ht000000AYdymAAD,HGNC:7549,ORPHA:1146,,MYBPC1,Disease-causing germline mutation(s) in,Assessed,
14534,99961,GARD:0010029,Benign recurrent intrahepatic cholestasis 2,,HGNC:42,ORPHA:99961,,ABCB11,Disease-causing germline mutation(s) in,Assessed,
8593,615,GARD:0000139,"Atrial myxoma, familial",a0ht000000AYdpVAAT,HGNC:9388,ORPHA:615,,PRKAR1A,Disease-causing germline mutation(s) in,Assessed,
18015,178333,GARD:0010574,Aland island eye disease,a0ht000000AYfSZAA1,HGNC:1393,ORPHA:178333,,CACNA1F,Disease-causing germline mutation(s) in,Assessed,
280,564,GARD:0003436,Meckel syndrome,a0ht000000AYfOtAAL,HGNC:37234,ORPHA:564,,TMEM231,Disease-causing germline mutation(s) (loss of function) in,Assessed,
14512,99939,GARD:0009193,Charcot-Marie-Tooth disease type 2E,a0ht000000AYf8NAAT,HGNC:7739,ORPHA:99939,,NEFL,Disease-causing germline mutation(s) in,Assessed,
3378,1460,GARD:0008295,Mitochondrial complex III deficiency,,HGNC:12586,ORPHA:1460,,UQCRC2,Disease-causing germline mutation(s) in,Assessed,
102,307,GARD:0006808,Juvenile myoclonic epilepsy,a0ht000000AYeoJAAT,HGNC:16406,ORPHA:307,,EFHC1,Major susceptibility factor in,Assessed,
211,681,GARD:0006729,Hypokalemic periodic paralysis,a0ht000000AYenaAAD,HGNC:6243,ORPHA:681,,KCNE3,Candidate gene tested in,Not yet assessed,
19169,231183,GARD:0005442,Usher syndrome type 3A,,HGNC:12605,ORPHA:231183,,CLRN1,Disease-causing germline mutation(s) in,Assessed,
387,819,GARD:0008197,Smith-Magenis syndrome,a0ht000000AYexkAAD,HGNC:29059,ORPHA:819,,IQSEC2,Candidate gene tested in,Not yet assessed,
2971,3352,GARD:0007799,Tricho-dento-osseous syndrome,a0ht000000AYevjAAD,HGNC:2916,ORPHA:3352,,DLX3,Disease-causing germline mutation(s) (loss of function) in,Assessed,
880,3006,GARD:0009298,Pyridoxine-dependent epilepsy,,HGNC:877,ORPHA:3006,,ALDH7A1,Disease-causing germline mutation(s) in,Assessed,
13913,98896,GARD:0006291,Duchenne muscular dystrophy,a0ht000000AYeitAAD,HGNC:6717,ORPHA:98896,,LTBP4,Modifying germline mutation in,Assessed,
11298,79272,GARD:0007074,Mucopolysaccharidosis type IIID,a0ht000000AYeaFAAT,HGNC:4422,ORPHA:79272,,GNS,Disease-causing germline mutation(s) (loss of function) in,Assessed,
1225,3000,GARD:0004475,Testotoxicosis,a0ht000000AYeSXAA1,HGNC:6585,ORPHA:3000,,LHCGR,Disease-causing germline mutation(s) in,Assessed,
485,1880,GARD:0006313,Ebstein's anomaly,a0ht000000AYePvAAL,HGNC:7577,ORPHA:1880,,MYH7,Disease-causing germline mutation(s) in,Assessed,
3378,1460,GARD:0008295,Mitochondrial complex III deficiency,,HGNC:12582,ORPHA:1460,,UQCRB,Disease-causing germline mutation(s) in,Assessed,
891,1942,GARD:0002169,Epilepsy with myoclonic-atonic seizures,a0ht000000AYeAyAAL,HGNC:11042,ORPHA:1942,,SLC6A1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
19169,231183,GARD:0005442,Usher syndrome type 3A,a0ht000000AYdtwAAD,HGNC:24102,ORPHA:231183,,ARSG,Disease-causing germline mutation(s) in,Assessed,
19169,231183,GARD:0005442,Usher syndrome type 3A,a0ht000000AYea3AAD,HGNC:4816,ORPHA:231183,,HARS1,Disease-causing germline mutation(s) in,Assessed,
16737,137888,GARD:0009798,Auriculo-condylar syndrome,a0ht000000AYfGrAAL,HGNC:9059,ORPHA:137888,,PLCB4,Disease-causing germline mutation(s) in,Assessed,
7037,225,GARD:0004003,Maternally inherited diabetes and deafness,a0ht000000AYgXMAA1,HGNC:7489,ORPHA:225,,MT-TK,Disease-causing germline mutation(s) in,Assessed,
3271,2089,GARD:0002513,"Glycogen storage disease type 0, liver",a0ht000000AYe5pAAD,HGNC:4707,ORPHA:2089,,GYS2,Disease-causing germline mutation(s) in,Assessed,
62,269,GARD:0009941,Facioscapulohumeral muscular dystrophy,,HGNC:50800,ORPHA:269,,DUX4,Candidate gene tested in,Not yet assessed,
13826,98809,GARD:0008721,Paroxysmal kinesigenic choreoathetosis,a0ht000000AYf5WAAT,HGNC:30500,ORPHA:98809,,PRRT2,Disease-causing germline mutation(s) in,Assessed,
11659,85201,GARD:0010994,Genitopatellar syndrome,a0ht000000AYfIfAAL,HGNC:17582,ORPHA:85201,,KAT6B,Disease-causing germline mutation(s) in,Assessed,
14792,101081,GARD:0001245,Charcot-Marie-Tooth disease type 1A,a0ht000000AYe3dAAD,HGNC:9118,ORPHA:101081,,PMP22,Disease-causing germline mutation(s) in,Assessed,
10639,49382,GARD:0009649,Achromatopsia 2,,HGNC:8787,ORPHA:49382,,PDE6C,Disease-causing germline mutation(s) in,Assessed,
2927,425,GARD:0000758,Apo A-I deficiency,a0ht000000AYdvsAAD,HGNC:600,ORPHA:425,,APOA1,Disease-causing germline mutation(s) in,Assessed,
16737,137888,GARD:0009798,Auriculo-condylar syndrome,a0ht000000AYfGqAAL,HGNC:4387,ORPHA:137888,,GNAI3,Disease-causing germline mutation(s) in,Assessed,
11644,85179,GARD:0010082,Osteopetrosis and infantile neuroaxonal dystrophy,,HGNC:21652,ORPHA:85179,,OSTM1,Disease-causing germline mutation(s) in,Assessed,
2676,750,GARD:0004540,Pseudoachondroplasia,a0ht000000AYeU1AAL,HGNC:2227,ORPHA:750,,COMP,Disease-causing germline mutation(s) in,Assessed,
387,819,GARD:0008197,Smith-Magenis syndrome,a0ht000000AYeSMAA1,HGNC:14677,ORPHA:819,,DEAF1,Candidate gene tested in,Not yet assessed,
62,269,GARD:0009941,Facioscapulohumeral muscular dystrophy,,HGNC:2979,ORPHA:269,,DNMT3B,Modifying germline mutation in,Assessed,
8775,29072,GARD:0011984,Hereditary paraganglioma-pheochromocytoma,a0ht000000AYfZmAAL,HGNC:6913,ORPHA:29072,,MAX,Disease-causing germline mutation(s) in,Assessed,
10866,65284,GARD:0010237,Biotin-thiamine-responsive basal ganglia disease,a0ht000000AYfNgAAL,HGNC:16266,ORPHA:65284,,SLC19A3,Disease-causing germline mutation(s) in,Assessed,
10639,49382,GARD:0009649,Achromatopsia 2,a0ht000000AYfEWAA1,HGNC:8787,ORPHA:49382,,PDE6C,Disease-causing germline mutation(s) in,Assessed,
2085,2202,GARD:0003094,Keratoderma palmoplantar deafness,a0ht000000AYgWkAAL,HGNC:7497,ORPHA:2202,,MT-TS1,Disease-causing germline mutation(s) in,Assessed,
280,564,GARD:0003436,Meckel syndrome,a0ht000000AYeS3AAL,HGNC:24519,ORPHA:564,,TCTN3,Disease-causing germline mutation(s) (loss of function) in,Assessed,
12289,93358,GARD:0010616,Spondylometaepiphyseal dysplasia short limb-hand type,a0ht000000AYfJgAAL,HGNC:2731,ORPHA:93358,,DDR2,Disease-causing germline mutation(s) in,Assessed,
713,134,GARD:0000872,Beta ketothiolase deficiency,a0ht000000AYdzuAAD,HGNC:93,ORPHA:134,,ACAT1,Disease-causing germline mutation(s) in,Assessed,
19169,231183,GARD:0005442,Usher syndrome type 3A,a0ht000000AYdtvAAD,HGNC:25740,ORPHA:231183,,CEP78,Disease-causing germline mutation(s) in,Assessed,
23117,420611,GARD:0012765,Transient myeloproliferative syndrome,a0ht000000AYfXRAA1,HGNC:4170,ORPHA:420611,,GATA1,Disease-causing somatic mutation(s) in,Assessed,
280,564,GARD:0003436,Meckel syndrome,a0ht000000AYfB4AAL,HGNC:25018,ORPHA:564,,TMEM216,Disease-causing germline mutation(s) in,Assessed,
10639,49382,GARD:0009650,Achromatopsia 3,,HGNC:2153,ORPHA:49382,,CNGB3,Disease-causing germline mutation(s) in,Assessed,
13981,98964,GARD:0009678,Lattice corneal dystrophy type 1,a0ht000000AYfCTAA1,HGNC:11771,ORPHA:98964,,TGFBI,Disease-causing germline mutation(s) in,Assessed,
280,564,GARD:0003436,Meckel syndrome,a0ht000000AYeKIAA1,HGNC:7121,ORPHA:564,,MKS1,Disease-causing germline mutation(s) in,Assessed,
10345,34527,GARD:0012155,Renal hypomagnesemia-6,,HGNC:3229,ORPHA:34527,,EGF,Disease-causing germline mutation(s) in,Assessed,
1842,1871,GARD:0003196,Retinal cone dystrophy 1,,HGNC:4678,ORPHA:1871,,GUCA1A,Disease-causing germline mutation(s) in,Assessed,
17915,171622,GARD:0012749,Spastic paraplegia 32,a0ht000000AYffeAAD,HGNC:32314,ORPHA:171622,,SPG32,Disease-causing germline mutation(s) in,Assessed,
3735,2126,GARD:0002627,Hemangiopericytoma,,HGNC:7627,ORPHA:2126,,NAB2,Part of a fusion gene in,Assessed,
14120,99103,GARD:0005865,Ostium secundum atrial septal defect,a0ht000000AYegCAAT,HGNC:7576,ORPHA:99103,,MYH6,Disease-causing germline mutation(s) in,Assessed,
3378,1460,GARD:0008295,Mitochondrial complex III deficiency,,HGNC:26006,ORPHA:1460,,TTC19,Disease-causing germline mutation(s) in,Assessed,
14540,99967,GARD:0007157,Myxoid liposarcoma,a0ht000000AYeIRAA1,HGNC:2726,ORPHA:99967,,DDIT3,Part of a fusion gene in,Assessed,
2462,2701,GARD:0010719,Noonan-like syndrome with loose anagen hair,a0ht000000AYfUZAA1,HGNC:9282,ORPHA:2701,,PPP1CB,Disease-causing germline mutation(s) in,Assessed,
13930,98913,GARD:0009895,Slow-channel congenital myasthenic syndrome,,HGNC:2190,ORPHA:98913,,COL13A1,Disease-causing germline mutation(s) (loss of function) in,Assessed,
